TEMPORADA;COLLECTION;FAMILIA;CODEPRODUIT;CODECOLORIS;NOMPRODUIT;LIBCOLORISMODIFIE;EAN;SEMANAS_IMPLANTACION;CANTIDAD_VENDIDA;SEMANAS_COBERTURA;CANTIDAD_DISPONIBLE_CENTROS;CANTIDAD_DISPONIBLE_ALMACENES
E26;ESSENTIELS;Robe/ combinaison;1105800;1023;261-RPLISSY;MAGMA M;3253634690353;9;27;11;274;105
E26;ESSENTIELS;Robe/ combinaison;1105800;1023;261-RPLISSY;MAGMA M;3253634690360;9;27;11;274;105
E26;ESSENTIELS;Robe/ combinaison;1105800;1023;261-RPLISSY;MAGMA M;3253634690377;9;27;11;274;105
E26;MODE;Haut boutonné;1105802;979;261-OPA;NOIR M;3253634690445;7;62;5;213;0
E26;MODE;Haut boutonné;1105802;979;261-OPA;NOIR M;3253634690452;7;62;5;213;0
E26;MODE;Haut boutonné;1105802;979;261-OPA;NOIR M;3253634690469;7;62;5;213;0
E26;MODE;Haut boutonné;1105802;979;261-OPA;NOIR M;3253634690476;7;62;5;213;0
E26;MODE;Haut boutonné;1105802;979;261-OPA;NOIR M;3253634690483;7;62;5;213;0
E26;MODE;T-shirt;1104794;931;261-DIEGO1;OFF WHITE M;3253634632049;18;18;4;72;0
E26;MODE;T-shirt;1104794;931;261-DIEGO1;OFF WHITE M;3253634632056;18;18;4;72;0
E26;MODE;T-shirt;1104794;931;261-DIEGO1;OFF WHITE M;3253634632063;18;18;4;72;0
E26;MODE;T-shirt;1104794;931;261-DIEGO1;OFF WHITE M;3253634632070;18;18;4;72;0
E26;MODE;T-shirt;1104794;931;261-DIEGO1;OFF WHITE M;3253634632087;18;18;4;72;0
E26;MODE;Robe/ combinaison;1105804;979;261-RELOW;NOIR M;3253634690544;7;55;4;206;58
E26;MODE;Robe/ combinaison;1105804;979;261-RELOW;NOIR M;3253634690551;7;55;4;206;58
E26;MODE;Robe/ combinaison;1105804;979;261-RELOW;NOIR M;3253634690568;7;55;4;206;58
E26;MODE;Robe/ combinaison;1105804;979;261-RELOW;NOIR M;3253634690575;7;55;4;206;58
E26;MODE;Robe/ combinaison;1105805;900;261-RSOAN;MULTICO;3253634690605;9;27;9;195;0
E26;MODE;Robe/ combinaison;1105805;900;261-RSOAN;MULTICO;3253634690612;9;27;9;195;0
E26;MODE;Robe/ combinaison;1105805;900;261-RSOAN;MULTICO;3253634690629;9;27;9;195;0
E26;MODE;Robe/ combinaison;1105805;900;261-RSOAN;MULTICO;3253634690636;9;27;9;195;0
E26;MODE;Robe/ combinaison;1105806;1144;261-RAYEE;PALE BANANA;3253634690643;8;40;7;242;0
E26;MODE;Robe/ combinaison;1105806;1144;261-RAYEE;PALE BANANA;3253634690667;8;40;7;242;0
E26;MODE;Robe/ combinaison;1105806;1144;261-RAYEE;PALE BANANA;3253634690674;8;40;7;242;0
E26;MODE;Robe/ combinaison;1105806;1144;261-RAYEE;PALE BANANA;3253634690681;8;40;7;242;0
E26;ESSENTIELS;Robe/ combinaison;1105811;929;261-RODIOL;NOIR/IVOIRE;3253634690896;8;93;4;284;129
E26;ESSENTIELS;Robe/ combinaison;1105811;929;261-RODIOL;NOIR/IVOIRE;3253634690902;8;93;4;284;129
E26;ESSENTIELS;Robe/ combinaison;1105811;929;261-RODIOL;NOIR/IVOIRE;3253634690926;8;93;4;284;129
E26;ESSENTIELS;Robe/ combinaison;1105811;929;261-RODIOL;NOIR/IVOIRE;3253634690933;8;93;4;284;129
E26;MODE;Haut boutonné;1105814;900;261-CUBA.F;MULTICO;3253634691053;5;38;7;205;17
E26;MODE;Haut boutonné;1105814;900;261-CUBA.F;MULTICO;3253634691060;5;38;7;205;17
E26;MODE;Haut boutonné;1105814;900;261-CUBA.F;MULTICO;3253634691077;5;38;7;205;17
E26;MODE;Haut boutonné;1105814;900;261-CUBA.F;MULTICO;3253634691084;5;38;7;205;17
E26;ESSENTIELS;T-shirt;1104725;1152;261-DAMOUR;BLUE DEPTHS;3253634626840;19;20;10;196;0
E26;ESSENTIELS;T-shirt;1104725;1152;261-DAMOUR;BLUE DEPTHS;3253634626857;19;20;10;196;0
E26;ESSENTIELS;T-shirt;1104725;1152;261-DAMOUR;BLUE DEPTHS;3253634626864;19;20;10;196;0
E26;ESSENTIELS;T-shirt;1104725;1152;261-DAMOUR;BLUE DEPTHS;3253634626871;19;20;10;196;0
E26;ESSENTIELS;T-shirt;1104725;1152;261-DAMOUR;BLUE DEPTHS;3253634626888;19;20;10;196;0
E26;ESSENTIELS;Robe/ combinaison;1105821;1213;261-RDOLSOU;PRAIRIE M;3253634691398;9;68;5;315;235
E26;ESSENTIELS;Robe/ combinaison;1105821;1213;261-RDOLSOU;PRAIRIE M;3253634691404;9;68;5;315;235
E26;ESSENTIELS;Robe/ combinaison;1105821;1213;261-RDOLSOU;PRAIRIE M;3253634691411;9;68;5;315;235
E26;ESSENTIELS;Robe/ combinaison;1105821;1213;261-RDOLSOU;PRAIRIE M;3253634691435;9;68;5;315;235
E26;ESSENTIELS;Robe/ combinaison;1105824;979;261-PBELLE;NOIR M;3253634691541;9;32;7;230;0
E26;ESSENTIELS;Robe/ combinaison;1105824;979;261-PBELLE;NOIR M;3253634691558;9;32;7;230;0
E26;ESSENTIELS;Robe/ combinaison;1105824;979;261-PBELLE;NOIR M;3253634691572;9;32;7;230;0
E26;ESSENTIELS;Robe/ combinaison;1105824;979;261-PBELLE;NOIR M;3253634691589;9;32;7;230;0
E26;MODE;Robe/ combinaison;1105826;1118;261-RBRUM;EPICE M;3253634691657;8;31;6;155;16
E26;MODE;Robe/ combinaison;1105826;1118;261-RBRUM;EPICE M;3253634691664;8;31;6;155;16
E26;MODE;Robe/ combinaison;1105826;1118;261-RBRUM;EPICE M;3253634691671;8;31;6;155;16
E26;MODE;Robe/ combinaison;1105826;1118;261-RBRUM;EPICE M;3253634691688;8;31;6;155;16
E26;MODE;Robe/ combinaison;1105827;1023;261-RVENICE;MAGMA M;3253634691695;10;21;12;255;48
E26;MODE;Robe/ combinaison;1105827;1023;261-RVENICE;MAGMA M;3253634691701;10;21;12;255;48
E26;MODE;Robe/ combinaison;1105827;1023;261-RVENICE;MAGMA M;3253634691718;10;21;12;255;48
E26;MODE;Robe/ combinaison;1105827;1023;261-RVENICE;MAGMA M;3253634691725;10;21;12;255;48
E26;MODE;Robe/ combinaison;1105827;1023;261-RVENICE;MAGMA M;3253634691732;10;21;12;255;48
E26;MODE;T-shirt;1104423;931;261-DBEAU;OFF WHITE M;3253634606583;19;16;8;127;3
E26;MODE;Haut boutonné;1105786;931;261-OPON;OFF WHITE M;3253634688114;8;20;10;189;0
